,frame_rate,time_stamp
0,0,19:01:13
1,0,19:01:14
2,30,19:01:15
3,29,19:01:15
4,31,19:01:16
5,30,19:01:17
6,30,19:01:17
7,30,19:01:18
8,30,19:01:19
9,31,19:01:19
10,30,19:01:20
11,29,19:01:21
12,31,19:01:23
13,10,19:01:24
14,30,19:01:24
15,30,19:01:25
16,31,19:01:26
17,30,19:01:26
18,30,19:01:27
